TAZ,TAD,OldDistric,County,District,New DistrictName
557.0,93.0,3.0,Pierce,8,Tacoma
558.0,93.0,3.0,Pierce,8,Tacoma
559.0,93.0,3.0,Pierce,8,Tacoma
560.0,93.0,3.0,Pierce,8,Tacoma
561.0,93.0,3.0,Pierce,8,Tacoma
562.0,93.0,3.0,Pierce,8,Tacoma
563.0,93.0,3.0,Pierce,8,Tacoma
564.0,93.0,3.0,Pierce,8,Tacoma
565.0,93.0,3.0,Pierce,8,Tacoma
566.0,93.0,3.0,Pierce,8,Tacoma
567.0,93.0,3.0,Pierce,8,Tacoma
568.0,93.0,3.0,Pierce,8,Tacoma
569.0,93.0,3.0,Pierce,8,Tacoma
570.0,93.0,3.0,Pierce,8,Tacoma
571.0,93.0,3.0,Pierce,8,Tacoma
572.0,93.0,3.0,Pierce,8,Tacoma
573.0,93.0,3.0,Pierce,8,Tacoma
574.0,93.0,3.0,Pierce,8,Tacoma
575.0,93.0,3.0,Pierce,8,Tacoma
576.0,93.0,2.0,Pierce,8,Tacoma
577.0,93.0,2.0,Pierce,8,Tacoma
578.0,102.0,3.0,Pierce,8,Tacoma
579.0,102.0,3.0,Pierce,8,Tacoma
580.0,102.0,3.0,Pierce,8,Tacoma
581.0,102.0,3.0,Pierce,8,Tacoma
582.0,102.0,3.0,Pierce,8,Tacoma
583.0,102.0,3.0,Pierce,8,Tacoma
584.0,98.0,3.0,Pierce,8,Tacoma
585.0,98.0,3.0,Pierce,8,Tacoma
586.0,98.0,3.0,Pierce,8,Tacoma
587.0,98.0,3.0,Pierce,8,Tacoma
588.0,98.0,3.0,Pierce,8,Tacoma
589.0,98.0,3.0,Pierce,8,Tacoma
590.0,98.0,3.0,Pierce,8,Tacoma
591.0,98.0,3.0,Pierce,8,Tacoma
592.0,98.0,3.0,Pierce,8,Tacoma
593.0,98.0,3.0,Pierce,8,Tacoma
594.0,98.0,3.0,Pierce,8,Tacoma
595.0,98.0,3.0,Pierce,8,Tacoma
596.0,98.0,3.0,Pierce,8,Tacoma
597.0,98.0,3.0,Pierce,8,Tacoma
598.0,98.0,3.0,Pierce,8,Tacoma
599.0,102.0,3.0,Pierce,8,Tacoma
600.0,102.0,3.0,Pierce,8,Tacoma
601.0,102.0,3.0,Pierce,8,Tacoma
602.0,102.0,3.0,Pierce,8,Tacoma
603.0,102.0,3.0,Pierce,8,Tacoma
604.0,102.0,3.0,Pierce,8,Tacoma
605.0,102.0,3.0,Pierce,8,Tacoma
606.0,102.0,3.0,Pierce,8,Tacoma
607.0,102.0,3.0,Pierce,8,Tacoma
608.0,98.0,3.0,Pierce,8,Tacoma
609.0,98.0,3.0,Pierce,8,Tacoma
610.0,98.0,3.0,Pierce,8,Tacoma
611.0,98.0,3.0,Pierce,8,Tacoma
612.0,98.0,3.0,Pierce,8,Tacoma
613.0,98.0,3.0,Pierce,8,Tacoma
614.0,98.0,3.0,Pierce,8,Tacoma
615.0,98.0,3.0,Pierce,8,Tacoma
616.0,101.0,2.0,Pierce,10,South Pierce
617.0,98.0,3.0,Pierce,8,Tacoma
618.0,98.0,3.0,Pierce,8,Tacoma
619.0,98.0,3.0,Pierce,8,Tacoma
620.0,98.0,3.0,Pierce,8,Tacoma
621.0,98.0,3.0,Pierce,8,Tacoma
622.0,98.0,3.0,Pierce,8,Tacoma
623.0,98.0,3.0,Pierce,8,Tacoma
624.0,101.0,2.0,Pierce,10,South Pierce
625.0,101.0,2.0,Pierce,10,South Pierce
626.0,96.0,1.0,Pierce,10,South Pierce
627.0,96.0,1.0,Pierce,10,South Pierce
628.0,96.0,1.0,Pierce,10,South Pierce
629.0,96.0,1.0,Pierce,10,South Pierce
630.0,96.0,1.0,Pierce,10,South Pierce
631.0,96.0,1.0,Pierce,10,South Pierce
632.0,96.0,1.0,Pierce,10,South Pierce
633.0,96.0,1.0,Pierce,10,South Pierce
634.0,96.0,1.0,Pierce,10,South Pierce
635.0,96.0,1.0,Pierce,10,South Pierce
636.0,96.0,1.0,Pierce,10,South Pierce
637.0,96.0,1.0,Pierce,10,South Pierce
638.0,96.0,1.0,Pierce,10,South Pierce
639.0,96.0,1.0,Pierce,10,South Pierce
640.0,96.0,1.0,Pierce,10,South Pierce
641.0,96.0,1.0,Pierce,10,South Pierce
642.0,96.0,1.0,Pierce,10,South Pierce
643.0,96.0,1.0,Pierce,10,South Pierce
644.0,96.0,1.0,Pierce,10,South Pierce
645.0,96.0,1.0,Pierce,10,South Pierce
646.0,96.0,1.0,Pierce,10,South Pierce
647.0,96.0,1.0,Pierce,10,South Pierce
648.0,96.0,1.0,Pierce,10,South Pierce
649.0,96.0,1.0,Pierce,10,South Pierce
650.0,96.0,1.0,Pierce,10,South Pierce
651.0,96.0,1.0,Pierce,10,South Pierce
652.0,96.0,1.0,Pierce,10,South Pierce
653.0,96.0,1.0,Pierce,10,South Pierce
654.0,105.0,1.0,Pierce,10,South Pierce
655.0,105.0,1.0,Pierce,10,South Pierce
656.0,95.0,2.0,Pierce,10,South Pierce
657.0,95.0,2.0,Pierce,10,South Pierce
658.0,95.0,2.0,Pierce,10,South Pierce
659.0,95.0,2.0,Pierce,10,South Pierce
660.0,95.0,2.0,Pierce,10,South Pierce
661.0,95.0,2.0,Pierce,10,South Pierce
662.0,95.0,2.0,Pierce,10,South Pierce
663.0,95.0,2.0,Pierce,10,South Pierce
664.0,95.0,2.0,Pierce,10,South Pierce
665.0,95.0,2.0,Pierce,10,South Pierce
666.0,95.0,2.0,Pierce,10,South Pierce
667.0,95.0,2.0,Pierce,10,South Pierce
668.0,95.0,2.0,Pierce,10,South Pierce
669.0,95.0,2.0,Pierce,10,South Pierce
670.0,104.0,2.0,Pierce,10,South Pierce
671.0,104.0,2.0,Pierce,10,South Pierce
672.0,104.0,2.0,Pierce,10,South Pierce
673.0,111.0,2.0,Pierce,10,South Pierce
674.0,111.0,2.0,Pierce,10,South Pierce
675.0,111.0,2.0,Pierce,10,South Pierce
676.0,111.0,2.0,Pierce,10,South Pierce
677.0,95.0,2.0,Pierce,10,South Pierce
678.0,95.0,2.0,Pierce,10,South Pierce
679.0,95.0,2.0,Pierce,10,South Pierce
680.0,95.0,2.0,Pierce,10,South Pierce
681.0,95.0,2.0,Pierce,10,South Pierce
682.0,95.0,2.0,Pierce,10,South Pierce
683.0,95.0,2.0,Pierce,10,South Pierce
684.0,95.0,2.0,Pierce,10,South Pierce
685.0,111.0,2.0,Pierce,10,South Pierce
686.0,111.0,2.0,Pierce,10,South Pierce
687.0,111.0,2.0,Pierce,10,South Pierce
688.0,111.0,2.0,Pierce,10,South Pierce
689.0,111.0,2.0,Pierce,10,South Pierce
690.0,111.0,2.0,Pierce,10,South Pierce
691.0,111.0,2.0,Pierce,10,South Pierce
692.0,111.0,2.0,Pierce,10,South Pierce
693.0,111.0,2.0,Pierce,10,South Pierce
694.0,111.0,2.0,Pierce,10,South Pierce
695.0,95.0,2.0,Pierce,10,South Pierce
696.0,95.0,2.0,Pierce,10,South Pierce
697.0,95.0,2.0,Pierce,10,South Pierce
698.0,95.0,2.0,Pierce,10,South Pierce
699.0,95.0,2.0,Pierce,10,South Pierce
700.0,95.0,2.0,Pierce,10,South Pierce
701.0,111.0,2.0,Pierce,10,South Pierce
702.0,111.0,2.0,Pierce,10,South Pierce
703.0,111.0,2.0,Pierce,10,South Pierce
704.0,111.0,2.0,Pierce,10,South Pierce
705.0,111.0,2.0,Pierce,10,South Pierce
706.0,104.0,2.0,Pierce,10,South Pierce
707.0,108.0,2.0,Pierce,10,South Pierce
708.0,108.0,2.0,Pierce,10,South Pierce
709.0,111.0,2.0,Pierce,10,South Pierce
710.0,111.0,2.0,Pierce,10,South Pierce
711.0,111.0,2.0,Pierce,10,South Pierce
712.0,108.0,2.0,Pierce,10,South Pierce
713.0,111.0,2.0,Pierce,10,South Pierce
714.0,111.0,2.0,Pierce,10,South Pierce
715.0,111.0,2.0,Pierce,10,South Pierce
716.0,111.0,2.0,Pierce,10,South Pierce
717.0,111.0,2.0,Pierce,10,South Pierce
718.0,111.0,2.0,Pierce,10,South Pierce
719.0,111.0,2.0,Pierce,10,South Pierce
720.0,111.0,2.0,Pierce,10,South Pierce
721.0,111.0,2.0,Pierce,10,South Pierce
722.0,111.0,2.0,Pierce,10,South Pierce
723.0,111.0,2.0,Pierce,10,South Pierce
724.0,111.0,2.0,Pierce,10,South Pierce
725.0,111.0,2.0,Pierce,10,South Pierce
726.0,111.0,2.0,Pierce,10,South Pierce
727.0,111.0,2.0,Pierce,10,South Pierce
728.0,109.0,2.0,Pierce,10,South Pierce
729.0,109.0,2.0,Pierce,10,South Pierce
730.0,109.0,2.0,Pierce,10,South Pierce
731.0,109.0,2.0,Pierce,10,South Pierce
732.0,109.0,2.0,Pierce,10,South Pierce
733.0,109.0,2.0,Pierce,10,South Pierce
734.0,109.0,2.0,Pierce,10,South Pierce
735.0,108.0,2.0,Pierce,10,South Pierce
736.0,108.0,2.0,Pierce,10,South Pierce
737.0,108.0,2.0,Pierce,10,South Pierce
738.0,108.0,2.0,Pierce,10,South Pierce
739.0,108.0,2.0,Pierce,10,South Pierce
740.0,108.0,2.0,Pierce,10,South Pierce
741.0,107.0,2.0,Pierce,10,South Pierce
742.0,107.0,2.0,Pierce,10,South Pierce
743.0,107.0,2.0,Pierce,10,South Pierce
744.0,107.0,2.0,Pierce,10,South Pierce
745.0,107.0,2.0,Pierce,10,South Pierce
746.0,107.0,2.0,Pierce,10,South Pierce
747.0,107.0,2.0,Pierce,10,South Pierce
748.0,107.0,2.0,Pierce,10,South Pierce
749.0,107.0,2.0,Pierce,10,South Pierce
750.0,107.0,2.0,Pierce,10,South Pierce
751.0,109.0,2.0,Pierce,10,South Pierce
752.0,105.0,1.0,Pierce,10,South Pierce
753.0,110.0,2.0,Pierce,10,South Pierce
754.0,110.0,2.0,Pierce,10,South Pierce
755.0,109.0,2.0,Pierce,10,South Pierce
756.0,109.0,2.0,Pierce,10,South Pierce
757.0,109.0,2.0,Pierce,10,South Pierce
758.0,109.0,2.0,Pierce,10,South Pierce
759.0,109.0,2.0,Pierce,10,South Pierce
760.0,109.0,2.0,Pierce,10,South Pierce
761.0,109.0,2.0,Pierce,10,South Pierce
762.0,109.0,2.0,Pierce,10,South Pierce
763.0,109.0,2.0,Pierce,10,South Pierce
764.0,109.0,2.0,Pierce,10,South Pierce
765.0,109.0,2.0,Pierce,10,South Pierce
766.0,109.0,2.0,Pierce,10,South Pierce
767.0,109.0,2.0,Pierce,10,South Pierce
768.0,109.0,2.0,Pierce,10,South Pierce
769.0,109.0,2.0,Pierce,10,South Pierce
770.0,109.0,2.0,Pierce,10,South Pierce
771.0,109.0,2.0,Pierce,10,South Pierce
772.0,109.0,2.0,Pierce,10,South Pierce
773.0,109.0,2.0,Pierce,10,South Pierce
774.0,109.0,2.0,Pierce,10,South Pierce
775.0,109.0,2.0,Pierce,10,South Pierce
776.0,109.0,2.0,Pierce,10,South Pierce
777.0,109.0,2.0,Pierce,10,South Pierce
778.0,111.0,2.0,Pierce,10,South Pierce
779.0,111.0,2.0,Pierce,10,South Pierce
780.0,111.0,2.0,Pierce,10,South Pierce
781.0,111.0,2.0,Pierce,10,South Pierce
782.0,111.0,2.0,Pierce,10,South Pierce
783.0,110.0,2.0,Pierce,10,South Pierce
784.0,110.0,2.0,Pierce,10,South Pierce
785.0,109.0,2.0,Pierce,10,South Pierce
786.0,109.0,2.0,Pierce,10,South Pierce
787.0,109.0,2.0,Pierce,10,South Pierce
788.0,109.0,2.0,Pierce,10,South Pierce
789.0,109.0,2.0,Pierce,10,South Pierce
790.0,110.0,2.0,Pierce,10,South Pierce
791.0,110.0,2.0,Pierce,10,South Pierce
792.0,110.0,2.0,Pierce,10,South Pierce
793.0,110.0,2.0,Pierce,10,South Pierce
794.0,110.0,2.0,Pierce,10,South Pierce
795.0,110.0,2.0,Pierce,10,South Pierce
796.0,110.0,2.0,Pierce,10,South Pierce
797.0,110.0,2.0,Pierce,10,South Pierce
798.0,110.0,2.0,Pierce,10,South Pierce
799.0,110.0,2.0,Pierce,10,South Pierce
800.0,110.0,2.0,Pierce,10,South Pierce
801.0,110.0,2.0,Pierce,10,South Pierce
802.0,110.0,2.0,Pierce,10,South Pierce
803.0,110.0,2.0,Pierce,10,South Pierce
804.0,110.0,2.0,Pierce,10,South Pierce
805.0,110.0,2.0,Pierce,10,South Pierce
806.0,110.0,2.0,Pierce,10,South Pierce
807.0,110.0,2.0,Pierce,10,South Pierce
808.0,110.0,2.0,Pierce,10,South Pierce
809.0,110.0,2.0,Pierce,10,South Pierce
810.0,110.0,2.0,Pierce,10,South Pierce
811.0,110.0,2.0,Pierce,10,South Pierce
812.0,88.0,1.0,Pierce,11,S.Kitsap
813.0,88.0,1.0,Pierce,11,S.Kitsap
814.0,99.0,1.0,Pierce,10,South Pierce
815.0,102.0,2.0,Pierce,8,Tacoma
816.0,102.0,2.0,Pierce,8,Tacoma
817.0,102.0,2.0,Pierce,8,Tacoma
818.0,102.0,2.0,Pierce,8,Tacoma
819.0,102.0,2.0,Pierce,8,Tacoma
820.0,102.0,2.0,Pierce,8,Tacoma
821.0,102.0,2.0,Pierce,8,Tacoma
822.0,102.0,2.0,Pierce,8,Tacoma
823.0,102.0,2.0,Pierce,8,Tacoma
824.0,102.0,2.0,Pierce,8,Tacoma
825.0,102.0,2.0,Pierce,8,Tacoma
826.0,102.0,2.0,Pierce,8,Tacoma
827.0,103.0,2.0,Pierce,10,South Pierce
828.0,103.0,2.0,Pierce,10,South Pierce
829.0,103.0,2.0,Pierce,10,South Pierce
830.0,102.0,2.0,Pierce,8,Tacoma
831.0,102.0,2.0,Pierce,8,Tacoma
832.0,102.0,2.0,Pierce,8,Tacoma
833.0,102.0,2.0,Pierce,8,Tacoma
834.0,102.0,2.0,Pierce,8,Tacoma
835.0,102.0,2.0,Pierce,8,Tacoma
836.0,102.0,2.0,Pierce,8,Tacoma
837.0,102.0,2.0,Pierce,8,Tacoma
838.0,102.0,2.0,Pierce,8,Tacoma
839.0,101.0,2.0,Pierce,10,South Pierce
840.0,101.0,2.0,Pierce,10,South Pierce
841.0,101.0,2.0,Pierce,10,South Pierce
842.0,102.0,2.0,Pierce,8,Tacoma
843.0,102.0,2.0,Pierce,8,Tacoma
844.0,102.0,2.0,Pierce,8,Tacoma
845.0,102.0,2.0,Pierce,8,Tacoma
846.0,102.0,2.0,Pierce,8,Tacoma
847.0,102.0,2.0,Pierce,8,Tacoma
848.0,103.0,2.0,Pierce,10,South Pierce
849.0,103.0,2.0,Pierce,10,South Pierce
850.0,103.0,2.0,Pierce,10,South Pierce
851.0,103.0,2.0,Pierce,10,South Pierce
852.0,103.0,2.0,Pierce,10,South Pierce
853.0,103.0,2.0,Pierce,10,South Pierce
854.0,103.0,2.0,Pierce,10,South Pierce
855.0,103.0,2.0,Pierce,10,South Pierce
856.0,103.0,2.0,Pierce,10,South Pierce
857.0,103.0,2.0,Pierce,10,South Pierce
858.0,102.0,2.0,Pierce,8,Tacoma
859.0,102.0,2.0,Pierce,8,Tacoma
860.0,102.0,2.0,Pierce,8,Tacoma
861.0,102.0,2.0,Pierce,8,Tacoma
862.0,102.0,2.0,Pierce,8,Tacoma
863.0,102.0,2.0,Pierce,8,Tacoma
864.0,102.0,2.0,Pierce,8,Tacoma
865.0,102.0,2.0,Pierce,8,Tacoma
866.0,102.0,2.0,Pierce,8,Tacoma
867.0,102.0,2.0,Pierce,8,Tacoma
868.0,102.0,2.0,Pierce,8,Tacoma
869.0,102.0,2.0,Pierce,8,Tacoma
870.0,102.0,2.0,Pierce,8,Tacoma
871.0,102.0,2.0,Pierce,8,Tacoma
872.0,102.0,2.0,Pierce,8,Tacoma
873.0,102.0,2.0,Pierce,8,Tacoma
874.0,102.0,2.0,Pierce,8,Tacoma
875.0,102.0,2.0,Pierce,8,Tacoma
876.0,102.0,2.0,Pierce,8,Tacoma
877.0,102.0,2.0,Pierce,8,Tacoma
878.0,102.0,2.0,Pierce,8,Tacoma
879.0,102.0,2.0,Pierce,8,Tacoma
880.0,102.0,2.0,Pierce,8,Tacoma
881.0,102.0,2.0,Pierce,8,Tacoma
882.0,102.0,2.0,Pierce,8,Tacoma
883.0,102.0,2.0,Pierce,8,Tacoma
884.0,102.0,2.0,Pierce,8,Tacoma
885.0,102.0,2.0,Pierce,8,Tacoma
886.0,102.0,2.0,Pierce,8,Tacoma
887.0,102.0,2.0,Pierce,8,Tacoma
888.0,102.0,2.0,Pierce,8,Tacoma
889.0,102.0,2.0,Pierce,8,Tacoma
890.0,102.0,2.0,Pierce,8,Tacoma
891.0,111.0,2.0,Pierce,10,South Pierce
892.0,111.0,2.0,Pierce,10,South Pierce
893.0,111.0,2.0,Pierce,10,South Pierce
894.0,111.0,2.0,Pierce,10,South Pierce
895.0,111.0,2.0,Pierce,10,South Pierce
896.0,111.0,2.0,Pierce,10,South Pierce
897.0,88.0,1.0,Pierce,11,S.Kitsap
898.0,88.0,1.0,Pierce,11,S.Kitsap
899.0,88.0,1.0,Pierce,11,S.Kitsap
900.0,88.0,1.0,Pierce,11,S.Kitsap
901.0,88.0,1.0,Pierce,11,S.Kitsap
902.0,88.0,1.0,Pierce,11,S.Kitsap
903.0,88.0,1.0,Pierce,11,S.Kitsap
904.0,88.0,1.0,Pierce,11,S.Kitsap
905.0,88.0,1.0,Pierce,11,S.Kitsap
906.0,88.0,1.0,Pierce,11,S.Kitsap
907.0,88.0,1.0,Pierce,11,S.Kitsap
908.0,88.0,1.0,Pierce,11,S.Kitsap
909.0,88.0,1.0,Pierce,11,S.Kitsap
910.0,88.0,1.0,Pierce,11,S.Kitsap
911.0,88.0,1.0,Pierce,11,S.Kitsap
912.0,88.0,1.0,Pierce,11,S.Kitsap
913.0,88.0,1.0,Pierce,11,S.Kitsap
914.0,88.0,1.0,Pierce,11,S.Kitsap
915.0,88.0,1.0,Pierce,11,S.Kitsap
916.0,88.0,1.0,Pierce,11,S.Kitsap
917.0,88.0,1.0,Pierce,11,S.Kitsap
918.0,88.0,1.0,Pierce,11,S.Kitsap
919.0,88.0,1.0,Pierce,11,S.Kitsap
920.0,88.0,1.0,Pierce,11,S.Kitsap
921.0,88.0,1.0,Pierce,11,S.Kitsap
922.0,88.0,1.0,Pierce,11,S.Kitsap
923.0,88.0,1.0,Pierce,11,S.Kitsap
924.0,88.0,1.0,Pierce,11,S.Kitsap
925.0,88.0,1.0,Pierce,11,S.Kitsap
926.0,88.0,1.0,Pierce,11,S.Kitsap
927.0,88.0,1.0,Pierce,11,S.Kitsap
928.0,88.0,1.0,Pierce,11,S.Kitsap
929.0,88.0,1.0,Pierce,11,S.Kitsap
930.0,89.0,1.0,Pierce,11,S.Kitsap
931.0,89.0,1.0,Pierce,11,S.Kitsap
932.0,89.0,1.0,Pierce,11,S.Kitsap
933.0,89.0,1.0,Pierce,11,S.Kitsap
934.0,89.0,1.0,Pierce,11,S.Kitsap
935.0,89.0,1.0,Pierce,11,S.Kitsap
936.0,89.0,1.0,Pierce,11,S.Kitsap
937.0,89.0,1.0,Pierce,11,S.Kitsap
938.0,89.0,1.0,Pierce,11,S.Kitsap
939.0,89.0,1.0,Pierce,11,S.Kitsap
940.0,88.0,1.0,Pierce,11,S.Kitsap
941.0,89.0,1.0,Pierce,11,S.Kitsap
942.0,89.0,1.0,Pierce,11,S.Kitsap
943.0,88.0,1.0,Pierce,11,S.Kitsap
944.0,88.0,1.0,Pierce,11,S.Kitsap
945.0,88.0,1.0,Pierce,11,S.Kitsap
946.0,88.0,1.0,Pierce,11,S.Kitsap
947.0,88.0,1.0,Pierce,11,S.Kitsap
948.0,88.0,1.0,Pierce,11,S.Kitsap
949.0,88.0,1.0,Pierce,11,S.Kitsap
950.0,88.0,1.0,Pierce,11,S.Kitsap
951.0,88.0,1.0,Pierce,11,S.Kitsap
952.0,89.0,1.0,Pierce,11,S.Kitsap
953.0,88.0,1.0,Pierce,11,S.Kitsap
954.0,88.0,1.0,Pierce,11,S.Kitsap
955.0,88.0,1.0,Pierce,11,S.Kitsap
956.0,88.0,1.0,Pierce,11,S.Kitsap
957.0,88.0,1.0,Pierce,11,S.Kitsap
958.0,88.0,1.0,Pierce,11,S.Kitsap
959.0,88.0,1.0,Pierce,11,S.Kitsap
960.0,88.0,1.0,Pierce,11,S.Kitsap
961.0,89.0,1.0,Pierce,11,S.Kitsap
962.0,89.0,1.0,Pierce,11,S.Kitsap
963.0,89.0,1.0,Pierce,11,S.Kitsap
964.0,89.0,1.0,Pierce,11,S.Kitsap
965.0,89.0,1.0,Pierce,11,S.Kitsap
966.0,89.0,1.0,Pierce,11,S.Kitsap
967.0,89.0,1.0,Pierce,11,S.Kitsap
968.0,89.0,1.0,Pierce,11,S.Kitsap
969.0,89.0,1.0,Pierce,11,S.Kitsap
970.0,89.0,1.0,Pierce,11,S.Kitsap
971.0,89.0,1.0,Pierce,11,S.Kitsap
972.0,89.0,1.0,Pierce,11,S.Kitsap
973.0,89.0,1.0,Pierce,11,S.Kitsap
974.0,89.0,1.0,Pierce,11,S.Kitsap
975.0,89.0,1.0,Pierce,11,S.Kitsap
976.0,89.0,1.0,Pierce,11,S.Kitsap
977.0,89.0,1.0,Pierce,11,S.Kitsap
978.0,89.0,1.0,Pierce,11,S.Kitsap
979.0,105.0,1.0,Pierce,10,South Pierce
980.0,105.0,1.0,Pierce,10,South Pierce
981.0,105.0,1.0,Pierce,10,South Pierce
982.0,105.0,1.0,Pierce,10,South Pierce
983.0,105.0,1.0,Pierce,10,South Pierce
984.0,105.0,1.0,Pierce,10,South Pierce
985.0,105.0,1.0,Pierce,10,South Pierce
986.0,105.0,1.0,Pierce,10,South Pierce
987.0,105.0,1.0,Pierce,10,South Pierce
988.0,105.0,1.0,Pierce,10,South Pierce
989.0,105.0,1.0,Pierce,10,South Pierce
990.0,105.0,1.0,Pierce,10,South Pierce
991.0,105.0,1.0,Pierce,10,South Pierce
992.0,107.0,2.0,Pierce,10,South Pierce
993.0,107.0,2.0,Pierce,10,South Pierce
994.0,107.0,2.0,Pierce,10,South Pierce
995.0,107.0,2.0,Pierce,10,South Pierce
996.0,107.0,2.0,Pierce,10,South Pierce
997.0,107.0,2.0,Pierce,10,South Pierce
998.0,107.0,2.0,Pierce,10,South Pierce
999.0,107.0,2.0,Pierce,10,South Pierce
1000.0,107.0,2.0,Pierce,10,South Pierce
1001.0,107.0,2.0,Pierce,10,South Pierce
1002.0,107.0,2.0,Pierce,10,South Pierce
1003.0,107.0,2.0,Pierce,10,South Pierce
1004.0,107.0,2.0,Pierce,10,South Pierce
1005.0,107.0,2.0,Pierce,10,South Pierce
1006.0,107.0,2.0,Pierce,10,South Pierce
1007.0,107.0,2.0,Pierce,10,South Pierce
1008.0,107.0,2.0,Pierce,10,South Pierce
1009.0,107.0,2.0,Pierce,10,South Pierce
1010.0,107.0,2.0,Pierce,10,South Pierce
1011.0,107.0,2.0,Pierce,10,South Pierce
1012.0,107.0,2.0,Pierce,10,South Pierce
1013.0,107.0,2.0,Pierce,10,South Pierce
1014.0,107.0,2.0,Pierce,10,South Pierce
1015.0,107.0,2.0,Pierce,10,South Pierce
1016.0,107.0,2.0,Pierce,10,South Pierce
1017.0,107.0,2.0,Pierce,10,South Pierce
1018.0,107.0,2.0,Pierce,10,South Pierce
1019.0,107.0,2.0,Pierce,10,South Pierce
1020.0,107.0,2.0,Pierce,10,South Pierce
1021.0,107.0,2.0,Pierce,10,South Pierce
1022.0,107.0,2.0,Pierce,10,South Pierce
1023.0,107.0,2.0,Pierce,10,South Pierce
1024.0,107.0,2.0,Pierce,10,South Pierce
1025.0,107.0,2.0,Pierce,10,South Pierce
1026.0,107.0,2.0,Pierce,10,South Pierce
1027.0,107.0,2.0,Pierce,10,South Pierce
1028.0,107.0,2.0,Pierce,10,South Pierce
1029.0,107.0,2.0,Pierce,10,South Pierce
1030.0,107.0,2.0,Pierce,10,South Pierce
1031.0,107.0,2.0,Pierce,10,South Pierce
1032.0,107.0,2.0,Pierce,10,South Pierce
1033.0,107.0,2.0,Pierce,10,South Pierce
1034.0,107.0,2.0,Pierce,10,South Pierce
1035.0,107.0,2.0,Pierce,10,South Pierce
1036.0,107.0,2.0,Pierce,10,South Pierce
1037.0,111.0,2.0,Pierce,10,South Pierce
1038.0,111.0,2.0,Pierce,10,South Pierce
1039.0,111.0,2.0,Pierce,10,South Pierce
1040.0,111.0,2.0,Pierce,10,South Pierce
1041.0,111.0,2.0,Pierce,10,South Pierce
1042.0,111.0,2.0,Pierce,10,South Pierce
1043.0,111.0,2.0,Pierce,10,South Pierce
1044.0,111.0,2.0,Pierce,10,South Pierce
1045.0,111.0,2.0,Pierce,10,South Pierce
1046.0,111.0,2.0,Pierce,10,South Pierce
1047.0,111.0,2.0,Pierce,10,South Pierce
1048.0,111.0,2.0,Pierce,10,South Pierce
1049.0,111.0,2.0,Pierce,10,South Pierce
1050.0,111.0,2.0,Pierce,10,South Pierce
1051.0,111.0,2.0,Pierce,10,South Pierce
1052.0,111.0,2.0,Pierce,10,South Pierce
1053.0,111.0,2.0,Pierce,10,South Pierce
1054.0,111.0,2.0,Pierce,10,South Pierce
1055.0,111.0,2.0,Pierce,10,South Pierce
1056.0,111.0,2.0,Pierce,10,South Pierce
1057.0,111.0,2.0,Pierce,10,South Pierce
1058.0,111.0,2.0,Pierce,10,South Pierce
1059.0,111.0,2.0,Pierce,10,South Pierce
1060.0,111.0,2.0,Pierce,10,South Pierce
1061.0,111.0,2.0,Pierce,10,South Pierce
1062.0,111.0,2.0,Pierce,10,South Pierce
1063.0,111.0,2.0,Pierce,10,South Pierce
1064.0,111.0,2.0,Pierce,10,South Pierce
1065.0,111.0,2.0,Pierce,10,South Pierce
1066.0,89.0,1.0,Pierce,11,S.Kitsap
1067.0,89.0,1.0,Pierce,11,S.Kitsap
1068.0,89.0,1.0,Pierce,11,S.Kitsap
1069.0,89.0,1.0,Pierce,11,S.Kitsap
1070.0,89.0,1.0,Pierce,11,S.Kitsap
1071.0,89.0,1.0,Pierce,11,S.Kitsap
1072.0,89.0,1.0,Pierce,11,S.Kitsap
1073.0,88.0,1.0,Pierce,11,S.Kitsap
1074.0,89.0,1.0,Pierce,11,S.Kitsap
1075.0,89.0,1.0,Pierce,11,S.Kitsap
1076.0,89.0,1.0,Pierce,11,S.Kitsap
1077.0,89.0,1.0,Pierce,11,S.Kitsap
1078.0,99.0,1.0,Pierce,10,South Pierce
1079.0,99.0,1.0,Pierce,10,South Pierce
1080.0,99.0,1.0,Pierce,10,South Pierce
1081.0,99.0,1.0,Pierce,10,South Pierce
1082.0,93.0,3.0,Pierce,8,Tacoma
1083.0,93.0,3.0,Pierce,8,Tacoma
1084.0,93.0,2.0,Pierce,8,Tacoma
1085.0,94.0,2.0,Pierce,10,South Pierce
1086.0,95.0,2.0,Pierce,10,South Pierce
1087.0,95.0,2.0,Pierce,10,South Pierce
1088.0,95.0,2.0,Pierce,10,South Pierce
1089.0,95.0,2.0,Pierce,10,South Pierce
1090.0,94.0,2.0,Pierce,10,South Pierce
1091.0,94.0,2.0,Pierce,10,South Pierce
1092.0,94.0,2.0,Pierce,10,South Pierce
1093.0,94.0,2.0,Pierce,10,South Pierce
1094.0,94.0,2.0,Pierce,10,South Pierce
1095.0,94.0,2.0,Pierce,10,South Pierce
1096.0,94.0,2.0,Pierce,10,South Pierce
1097.0,94.0,2.0,Pierce,10,South Pierce
1098.0,101.0,2.0,Pierce,10,South Pierce
1099.0,101.0,2.0,Pierce,10,South Pierce
1100.0,101.0,2.0,Pierce,10,South Pierce
1101.0,101.0,2.0,Pierce,10,South Pierce
1102.0,101.0,2.0,Pierce,10,South Pierce
1103.0,101.0,2.0,Pierce,10,South Pierce
